,sentence1,sentence2,label
991,Eenstemmigheid word vereis vir die Raad om die voorstel te wysig soos deur die Kommissie ondersoek.,"Die voorstel wat deur die Kommissie hersien is, kan slegs deur eenparige besluit deur die Raad gewysig word.",0.7340000000000001
992,Maak hom bewus van hoeveel u hom mis en vra om verskoning terwyl u erken dat u verkeerd was.,"wel, net om te plak en hom te tel, jy mis hom en jy het 'n groot fout gemaak",0.7340000000000001
993,"'N hond wat in die sneeu speel, gereed om 'n speelding te vang",'N Wit en bruin gevlekte hond hardloop langs die sneeu om 'n bal te vang.,0.7340000000000001
994,"Hou regtig van hierdie karakters, en die liefdeshaatverhoudinge met Mira en die mans in haar lewe.",Ek wil sien waar die verhouding tussen Mira en Danaus.,0.7340000000000001
995,Jou beste vriend of haar kêrel?,Jy is die beste vriend of haar seuntjie?,0.7340000000000001
996,"Daar bestaan ​​ook dubbele skerte; Dit het die simbool en verhoog 'n nota met twee semitone, of 'n hele stap.","Daar bestaan ​​ook dubbele woonstelle, wat 'n noot met twee semitone of 'n hele stap lyk.",0.7340000000000001
997,Dit wil voorkom asof daar 'n gebrek aan vertroue is,"Selfs as ons nie bedoel dat daar 'n gebrek aan vertroue is nie, kom dit op die manier.",0.7340000000000001
998,"Heelal tot heelal, as tot as, stof tot stof.","Van aarde tot aarde, as tot as, stof tot stof.",0.7340000000000001
999,In kriptografie is lineêre kriptanalise 'n algemene vorm van kriptanalise gebaseer op die vind van affine -benaderings tot die werking van 'n kode.,Bewyse van sekuriteit teen lineêre kriptanalise word gewoonlik van nuwe kode -ontwerpe verwag.,0.7190000000000001
1000,Hierdie seisoenale vleilande het habitat geword vir die trekvoëls van die Stille Oseaan -vliegweg.,Hierdie vleilande het 'n ryk habitat vir voëls en ander diere geword.,0.7190000000000001
1001,Die verhouding tussen Simon en Meg is soet en snaaks.,Ek is baie opgewonde om die volgende boek te lees om te sien of Simon en Meg meer word as net vriende.,0.7190000000000001
1002,Dragon Ball Z Ek glo dat dit afgelaai kan word. Gaan na die gedeelte as Goku klein is. Ek dink ek het sy naam korrek gespel.,Dragon Ball Z ek dink is DB GT as Goku (ek dink ek sy naam reg gespel het) klein is?,0.7190000000000001
1003,"Ek gaan begin sê dat ek van hierdie reeks hou, sowel die LOD as Demonica.","Heilige fokken kak, hierdie boek is beslis een van my gunstelinge in die Demonica Serie.",0.7190000000000001
1004,@RealdonaldTrump Ek voel dat die trein stoom kry.,"As daar na presidentskandidate gekyk word, is daar net een kandidaat wat lank kan staan ​​en almal koppe en skouers is. #Trump",0.7190000000000001
1005,Dit het hom die eerste stoeier van die klein persoon gemaak wat 'n kampioenskap in die WWE -geskiedenis gewen het.,Hy is ook die kleinste stoeier wat enige titel in WWE verower het.,0.7190000000000001
1006,Dankie Lara Adrian dat u so 'n wonderlike reeks gemaak het!,Nog 'n wonderlike boek deur die groot Lara Adrian.,0.7190000000000001
1007,Hy het sedert 2004 met sy voormalige Lost Co-Star Evangeline Lilly gedateer.,Dominic het Evangeline Lilly gedateer terwyl die twee verlore was.,0.7190000000000001
1008,Oop gevolmagtigdes kan volgens die beleid oor oop gevolmagtigdes op sig geblokkeer word.,U is onbepaald geblokkeer van redigering in ooreenstemming met die blokkerende beleid van Wikipedia.,0.7190000000000001
1009,Torres beweeg aan nadat die Olimpiese bod misluk,"Torres eindig 4de, mis die sesde Olimpiese Spele",0.7190000000000001
1010,Dus is die ontwikkeling van produkte gebaseer op NetBSD moontlik sonder om die bronkode aan die bronkode te wysig.,Dit beteken dat mense nuwe dinge van NetBSD kan maak sonder om mense die bronkode te hoef te gee.,0.7190000000000001
1011,In verhoudings kommunikeer liggaamstaal baie vir mans en vrouens.,"Die oë praat, hande praat, die hele liggaam wys dit as 'n man soos 'n meisie, en omgekeerd.",0.7190000000000001
1012,Dolamore het my omgegee vir hierdie karakters.,Dolamore het 'n onmiddellike klassieke in haar debuutroman geskep.,0.7190000000000001
1013,Kapillaritis verwys na die staat waar die kapillêres ontsteek word.,Kapillaritis is waar die kapillêres groter is as wat behoort te wees.,0.7190000000000001
1014,'N Aantal kwessies is deur belanghebbendes geopper.,Die agentskap het gedurende 2004 met sy belanghebbendes oor 'n aantal kwessies geraadpleeg.,0.7190000000000001
1015,Hoogstens een Windows -installasie -CD -drywerpad kan op die opdraglyn gespesifiseer word.,Die opdragreël kan nie meer as een pad na die CD -drywer met die Windows -drywer spesifiseer nie.,0.7190000000000001
1016,Daar word meestal na hierdie gedrag spontaan ontstaan ​​en oor 'n tydperk ontwikkel.,Mense sê gewoonlik dat hierdie gedrag spontaan of oor 'n geruime tyd ontstaan.,0.7190000000000001
1017,Miskien kan u Google of 'n ander soekenjin soek,Die hele liedjie kan in die Google -soekenjin gevind word.,0.7190000000000001
1018,Kan nie inligting oor Dept ID#%S haal nie,Kon nie die departement se inligting met ID #% s kry nie,0.7190000000000001
1019,'N Geboë dolk word oor 'n paar gekruisde swaarde vasgemaak.,"Dit beeld gekruisde swaarde uit oor 'n Khanjar, 'n tradisionele geboë dolk.",0.7190000000000001
1020,"In 1992 sou Coppola weer al drie Godfather-films in chronologiese volgorde herredigeer, genaamd The Godfather Trilogy 1901-1980.","Die derde film in The Godfather Trilogy, The Godfather Part III, het in 1990 uitgekom.",0.7190000000000001
1021,Insekte in hierdie gesin word gewoonlik tachina -vlieë of bloot tachiniede genoem.,Hierdie vlieë staan ​​algemeen bekend as Tachina -vlieë of tachiniede.,0.7190000000000001
1022,"Josh Lyman, Santos se veldtogbestuurder, oortuig Leo McGarry om Santos se lopende maat te word.",Santos was van plan om die Kongres te verlaat voordat hy deur Josh Lyman gewerf is om vir die presidentskap te hardloop.,0.7190000000000001
1023,Die enkelriet word styf teen die mondstuk gehou deur 'n ligatuur.,Die ligatuur is wat die riet op die mondstuk hou.,0.7190000000000001
1024,"Fantastiese, vasgehaakte kloue wat van sy vingers en tone gekrul is.","Sy vingers op sy hande en voete was gevul met groot, geboë kloue.",0.7190000000000001
1025,"Die dokument het 'n voorskrif vir u geroep, skat.","Die dokter het die resep voorgeskryf, baba.",0.7190000000000001
1026,"Kon nie 'n mens slaan nie, laat staan ​​nog 'n perd.","U sou 'n man nie seermaak nie, so laat die ander perde alleen.",0.7190000000000001
1027,Hy het daardie titel in die daaropvolgende drie jaar suksesvol verdedig.,Sy het haar titel vier keer suksesvol verdedig.,0.7190000000000001
1028,Sandman Slim is een van die beste reekse wat ek in 'n geruime tyd gelees het.,"Dus, ek hou van die oorspronklike Sandman Slim.",0.7190000000000001
1029,Hati of Saturn Xliii is 'n natuurlike satelliet van Saturnus.,"Fornjot, of Saturn Xlii, is 'n natuurlike satelliet van Saturnus.",0.7190000000000001
1030,Maklik die beste van enige Riordan -boek.,"Net omdat dit Rick Riordan is, kry hierdie boek 'n outomatiese 5 sterre.",0.7190000000000001
1031,U het die laaste keer met ons sake ingemeng.,Dit was die laaste keer dat u by ons besigheid betrokke was.,0.7190000000000001
1032,Die IPCC -verslae is 'n kompendium van eweknie -beoordeelde en gepubliseerde wetenskap.,Die paneel is verantwoordelik vir die IPCC en die goedkeuring van verslae stel dit in staat om te verseker dat hulle aan die IPCC -standaarde voldoen.,0.7190000000000001
1033,Sy was die hele tyd in ons teenwoordigheid.,Ons was die hele tyd by haar.,0.7190000000000001
1034,Ek wil nie luister na iemand wat die beweging van die oseaan bespreek teenoor die grootte van die skip nie.,Die grootte van die manier maak nie saak nie. Die beweging van die oseaan is wat belangrik is.,0.7190000000000001
1035,Ek dink jy moet wag totdat jy volwasse genoeg word om hierdie situasie te hanteer.,"Maak u van plan, as u dink dat u volwasse genoeg is om sulke dinge te hanteer",0.7190000000000001
1036,In 'n onderhoud is hy geregtig om bygestaan ​​te word deur 'n persoon van sy keuse.,Hy kan hierdie persoon help in 'n onderhoud met die persoon wat hy kies.,0.7190000000000001
1037,Amerikaanse soldaat is dood in die skietvoorval in S. Afghanistan,Vyf NAVO -soldate wat in Afghanistan vermoor is,0.7190000000000001
1038,@RealdonaldTrump gee nie om wat iemand sê nie. In November 2016 sal u my stem. Waar kan ek jou bumper plakker kry ??,@realDonaldTrump Ons wil Trump hê! Ons wil Trump hê! Ons wil Trump hê !!! #MakeAmericAgeatAgain,0.7190000000000001
1039,Dit is duidelik dat baie mense dit doen.,Maar blykbaar doen baie mense dit.,0.7190000000000001
1040,"Hulle is klassieker en is beter, wat moet ek sê?",Hulle het meer klas en is meer> wat moet ek sê?,0.7190000000000001
1041,Hy is geneig om die meeste dae te slap!,Hy is geneig om die meeste dae by hulle te slap!,0.7190000000000001
1042,By sommige manlike soogdiere is die skrotum 'n uitsteeksel van vel en spier wat die testikels bevat.,Die skrotum is die sak wat die testikels by manlike soogdiere hou.,0.7190000000000001
1043,Die hapy Asiatiese vrou is op die mark.,'N Asiatiese vrou en sand op 'n mark met hul voordeel.,0.7190000000000001
1044,Butch het dit moeiliker en moeiliker gevind om lug uit die masker te trek.,"Om die lug uit die masker te kry, het al hoe moeiliker geword.",0.7190000000000001
1045,"AmmySvile Horror of Texas Chainsaw Masscre of miskien selfs 13 Ghosts oud, maar regtig goed",Beste afgryse: Texas Chainsaw Massacre Beste spanning: die paniekkamer,0.7190000000000001
1046,"A28/E30 volg in die oostelike, noordoostelike rigting tot A1/E30.","A28 / E30 Oos, noordoos na A1 / E30.",0.7190000000000001
1047,"Speletjies wat slegs een soort dobbelsteen gebruik, benodig selde ingewikkelde dobbelsteennotasie.",Sommige speletjies word met twee dobbelstene gespeel en ander gebruik net een.,0.7190000000000001
1048,'N Wit en bruin hond speel sleepboot.,'N Man en sy hond speel sleepboot met 'n tou.,0.7190000000000001
1049,"Verkoopsbestelling, verkoopsfaktuur, verkoopsopgawe, verkoopskredietmemo, bestelling, aankoopfaktuur, aankoopopgawe, koop kredietmemo","Verkoopsbestelling, verkoopsbestelling, terugbetaling van verkope, terugbetaling van verkope, verkoopsbestelling, bestelling, aankoopterugbetaling, aankoopterugbetaling, p.",0.7190000000000001
1050,Japan het wel vriendelike verhoudings met Silla sowel as formele verhoudings met Tang China geniet.,Destyds het Japan vriendelike betrekkinge met Korea en China se Tang -dinastie gehad.,0.7190000000000001
1051,China se Raad vir Landbou open 'n spesiale kantoor wat verantwoordelik is vir landbou-tegnologie-oordragte en die bestuur van intellektuele eiendom en konsultasie om die ontwikkeling van China se kennisgebaseerde landbou en toepassings van landboutegnologie te verbeter.,Lee het gesê dat die COA die afgelope paar jaar spandeer het om relevante meganismes op te stel en 'n stel promosiemaatreëls op te stel om die ontwikkeling van China se kennisgebaseerde landbou en toepassings van landbou-tegnologie te verbeter.,0.7190000000000001
1052,Ek is 1 0 minute van die bomgroep af.,Daar is 'n bomgroep binne tien minute.,0.7190000000000001
1053,"Quetzalcoatl was een van verskeie belangrike gode in die Aztec -panteon saam met die gode Tlaloc, Tezcatlipoca en Huitzilopochtli.","Vandag is Quetzalcoatl waarskynlik die bekendste Aztec -godheid, maar daar was ook verskeie ander belangrike Aztec -gode: Tlaloc, Tezcatlipoca en Huitzilopochtli.",0.7190000000000001
1054,'N BMX -motorfietsryer in die lug op sy fiets oor trappe naby 'n gebou.,'N BMX-motorfietsryer wat 'n muurrit op 'n oprit uitvoer.,0.7190000000000001
1055,Die heilige graaf het die Popish Plot ontken.,Dit is 'n hoë hoogverraad om die popse intrige te ontken.,0.7190000000000001
1056,Maar in die 8ste eeu het koning Trisong Detsen Boeddhisme as die amptelike godsdiens van die staat gevestig.,In die 8ste eeu het 'n Indiese onderwyser genaamd Padmasambhava Boeddhisme weer na Tibet gebring terwyl Trisong Detsen koning van Tibet was.,0.7190000000000001
1057,"Ek het verlede week 'n slagter se dogter gesien en op 'n Malady wat hiermee gelyk is, geblaf.",Verlede week het ek gesien hoe 'n slagter se dogter vir 'n soortgelyke siekte huil.,0.7190000000000001
1058,Glaste teëls is sedert die Zhou -dinastie in China gebruik as boumateriaal vir dakblad.,Glazed teëls is gebruik om die dak op geboue in China te maak.,0.7190000000000001
1059,"Southwest het gesê dat die verkeer in die kwartaal met 4,6 persent gestyg het, en dat dit die kwartaal met $ 2,2 miljard kontant geëindig het.","Southwest het gesê dat die verkeer in die kwartaal met 4,6 persent gestyg het met 'n toename in kapasiteit van 4,2 persent.",0.7190000000000001
1060,LGW is 'n Duitse plaaslike lugredery wat amptelik bekend staan ​​as Luftfahrtgesellschaft Walter MBH.,Die Luftfahrtgesellschaft Walter of LGW is 'n Duitse lugdiens.,0.7190000000000001
1061,Waarom maak dit ons mans mal?,"Sommige dinge waarmee vroue te make het, kan hulle mal maak.",0.7190000000000001
1062,"Gepubliseer as ""Rivers of London"" in die Verenigde Koninkryk - wonderlike karakters en baie interessante konsep.",Eerste gepubliseer as Rivers of London in die Verenigde Koninkryk.,0.7190000000000001
1063,"Dit is 'n skelm hoarders, en hul wangsakke word gebruik om kos terug te vervoer na hul grawe.",Hulle voed meestal op sade en ander plantdele wat hulle in hul wangsakke na hul grawe dra.,0.7190000000000001
1064,Hy is waarskynlik veral bekend daarvoor dat hy die onheilspellende Daleks in die langdurige wetenskapfiksie-televisiereeks Doctor Who geskep het.,Artikels oor belangrike fiktiewe karakters in die langdurige Britse wetenskapfiksie-televisiereeks Doctor Who.,0.7190000000000001
1065,Dit sou bevestigend wees vir my. Ek was baie tevrede met die eerste een.,Ek is ek baie lief vir die eerste een!,0.7190000000000001
1066,"Violet Baudelaire is een van die hoofkarakters in The Children's Book Series, 'n reeks ongelukkige gebeure deur Lemony Snicket.",Sunny Baudelaire is een van die protagoniste van Lemony Snicket se roman -reeks 'n reeks ongelukkige gebeure.,0.7190000000000001
1067,En dit is nêrens naby die gevoelens wat Warner vir Juliette het nie!,Boonop dink ek dat Warner beter vaar met Juliette.,0.7190000000000001
1068,Ek het nog nooit vantevore Rachel Vincent gelees nie.,En nou het ek 'n Rachel Vincent -oplossing nodig.,0.7190000000000001
1069,Een van die soort is 'n goeie liedjie.,'Een van 'n soort' deur Breaking Point.,0.7190000000000001
1070,"Deur dit doelbewus te verberg, word dit onvriendelik!","Maar deur doelbewus weg te steek, was dit onvriendelik!",0.7190000000000001
1071,'N Hond probeer om 'n groot band met sy mond op te tel.,'N Bruin hond probeer 'n frisbee in sy mond vang.,0.7190000000000001
1072,Kim Jong-il is die hoogste leier van die Demokratiese volk se Republiek van Korea.,Kim Jong-il is die leier van Noord-Korea sedert die dood van sy vader in 1994.,0.7190000000000001
1073,Gedurende die twee jaar studeer hy aan Yerevan # 8 College of Fine Arts.,"1956-58 - studeer in Yerevan Fine Arts and Theatre Institute, het as kompere gewerk.",0.7190000000000001
1074,Ek het dadelik in 'n halwe bloed gedraai toe ek Daimon voltooi het.,Het my beslis gemaak wat om halfbloed te lees.,0.7190000000000001
1075,"So ja, vroue gee om vir geld.",Geld is die enigste probleem.,0.7190000000000001
1076,Handhaaf u persoonlikheid heeltyd; Jy is baie uniek.,Ek wil u laat weet dat u 'n unieke persoon is.,0.7190000000000001
1077,Die registerlêer vir die diensrekening kon nie gelaai word nie,Kon nie registerregisterlêer laai nie.,0.7190000000000001
1078,'N Opblaasbare rotsklim -hindernis word afgeskaal deur 'n persoon wat 'n wit helm dra.,"Een man klim teen 'n rotsmuur, terwyl 'n ander man onder 'n tou hou.",0.7190000000000001
1079,"Omdat jong mans wat in die moeilikheid kom, aantrekliker is en meisies na hulle aangetrek word.",Omdat Badboys .. meer soos oogsuiker is .. ons meisies kan nie genoeg kry nie.,0.7190000000000001
1080,Mustapha Hadji het daar begin sokker speel.,Mustapha Hadji is 'n Marokkaanse sokkerspeler.,0.7190000000000001
1081,Xypher is een maand gegee om deur Hades op die aarde deurgebring te word om homself te verlos.,Xypher is een maand weer op aarde en hy is nie die enigste nie -mens wat New Orleans besoek.,0.7190000000000001
1082,Nagri Tutial het 'n gemiddelde hoogte van 1243 meter.,Nagri Tutial is 1243 meter bo die vlak van die see.,0.7190000000000001
1083,Dit geniet hulle vinnig om vinnig te praat. Dit is snaaks.,"Dit asof hulle regtig vinnig praat, al is hy tyd en dit is snaaks",0.7190000000000001
1084,Dit is 'n man in 'n nar -kostuum wat 'n piering bo -op 'n stok op sy neus balanseer.,'N Clown in 'n veld met bome en mense agter hom wat 'n bord op 'n stok op sy neus balanseer.,0.7190000000000001
1085,Ek het hulle in Desember gesien en die vertoning was ongelooflik!,Dit is ongelooflik dat ek haar op die laaste toer gesien het.,0.7190000000000001
